,Address
25,"Jarnac, Aquitaine-Limousin-Poitou-Charentes, 16200  "
27,"Angouleme, Aquitaine-Limousin-Poitou-Charentes, 16000  "
29,"Beaufort en Vallee, Pays de la Loire, 49250  "
31,"Angers, Pays de la Loire, 49100  "
33,"Doue la Fontaine, Pays de la Loire, 49700  "
35,"Bageux, Normandy, 49400  "
37,"Thouarce, Pays de la Loire, 49380  "
39,"Chemille, Pays de la Loire, 49120  "
41,"Cande, Pays de la Loire, 49440  "
43,"Doullens, 80600  "
45,"Huppy, 80140  "
47,"Saint Valery Sur Somme, Nord-Pas-de-Calais Picardie, 80230  "
49,"Aiguefonde, Languedoc-Roussillon-Midi-Pyrénées, 81200  "
51,"Saint Pierre De Trivisy, Languedoc-Roussillon Midi-Pyrénées, 81360  "
53,"Dourgne, Languedoc-Roussillon-Midi-Pyrénées, 81110  "
55,"Mazamet, Languedoc-Roussillon-Midi-Pyrénées, 81200  "
57,"Saint Victoret, 13730  "
59,"Arles, 13200  "
61,"Martigues, 13500  "
63,"Grans, 13450  "
65,"Aurons, 13121  "
67,"Alleins, 13980  "
69,"Sausset Les Pins, 13960  "
71,"Fontvieille, 13990  "
73,"Simiane Collongue, 13109  "
75,"Saliers, 13200  "
77,"Molleges, 13940  "
79,"Biscarrosse, Aquitaine-Limousin-Poitou-Charentes, 55878  "
81,"Amou, Aquitaine-Limousin-Poitou-Charentes, 40330  "
83,"Brax, Languedoc-Roussillon-Midi-Pyrénées, 47310  "
85,"Pont Du Casse, Aquitaine-Limousin-Poitou-Charentes, 47480  "
87,"Agen, Aquitaine-Limousin-Poitou-Charentes, 47000  "
89,"Anthe, Aquitaine-Limousin-Poitou-Charentes, 47370  "
91,"Tonneins, Aquitaine-Limousin-Poitou-Charentes, 47400  "
93,"Rives, Aquitaine-Limousin-Poitou-Charentes, 47210  "
95,"Auriol, 13390  "
97,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54 000  "
99,"Reyrieux, Auvergne-Rhône-Alpes, 1600  "
101,"Villeneuve le Roi, Île-de-France, 94290  "
103,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Checy, 45430  "
7,"Assay, Centre-Val de Loire, 37220  "
9,"Noeux les Mines, Nord-Pas-de-Calais Picardie, 62290  "
11,"poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
13,"Montpellier, Languedoc-Roussillon-Midi-Pyrénées, 34000  "
15,"Condom, Languedoc-Roussillon-Midi-Pyrénées, 32100  "
17,"Annecy, Auvergne-Rhône-Alpes, 74000  "
19,"Rillieux la Pape, 69140  "
21,"Bourg En Bresse, Auvergne-Rhône-Alpes, 1000  "
23,"Chilly Le Vignoble, Bourgogne Franche-Comté, 39570  "
25,"Bavay, Nord-Pas-de-Calais-Picardie, 59570  "
27,"Nice, 6000  "
29,"Nice, 6300  "
31,"Biscarrose, Aquitaine-Limousin-Poitou-Charentes, 40100  "
33,"Lavardac, Aquitaine-Limousin-Poitou-Charentes, 47230  "
35,"La Motte Servolex, Auvergne-Rhône-Alpes, 73290  "
37,"Amou, Aquitaine-Limousin-Poitou-Charentes, 40330  "
39,"Paris, Île-de-France, 75014  "
41,"Paris, Île-de-France, 75014  "
43,"Witry Les Reims, Alsace-Champagne-Ardenne-Lorraine, 51420  "
45,"Alfortville, Île-de-France, 94140  "
47,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, 67000  "
49,"Strasbourg, Alsace-Champagne-Ardenne-Lorraine, 67000  "
51,"Mortagne Sur Sevre, Pays de la Loire, 85290  "
53,"Gonnehem, Nord-Pas-de-Calais-Picardie, 62920  "
55,"Talmont Saint Hilaire, Pays de la Loire, 85440  "
57,"Saint Pey D'Armens, 33330  "
59,"Saint Pey De Castets, Aquitaine-Limousin-Poitou-Charentes, 33350  "
61,"Niort, Aquitaine-Limousin-Poitou-Charentes, 79000  "
63,"Agen, Aquitaine-Limousin-Poitou-Charentes, 47000  "
65,"Saint Philbert De Grand Lieu, Pays de la Loire, 44 310  "
67,"Nieul sur Mer, Aquitaine-Limousin-Poitou-Charentes, 17137  "
69,"Noirmoutier en l'ile, 85330  "
71,"Duclair, Normandie, 76480  "
73,"Montivilliers, Normandie, 76290  "
75,"Duclair, Normandie, 76480  "
77,"Tournus, Bourgogne Franche-Comté, 71700  "
79,"Plougoumelen, Bretagne, 56400  "
81,"Nice, 6000  "
83,"Marseille, 13006  "
85,"Sisteron, 4200  "
87,"Tregunc, Bretagne, 29910  "
89,"Saint Philippe De Seignal, Aquitaine-Limousin-Poitou-Charentes, 33220  "
91,"Coubeyrac, Aquitaine-Limousin-Poitou-Charentes, 33890  "
93,"Saint Philippe D'Aiguilhe, 33350  "
95,"Lunel, Languedoc-Roussillon Midi-Pyrénées, 34 400  "
97,"Lannoy, Nord-Pas-de-Calais Picardie, France  "
99,"Naujac Sur Mer, Aquitaine-Limousin-Poitou-Charentes, 33990  "
101,"Comps Sur Artuby, 83840  "
103,"Le Cannet, 6110 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Naujac Sur Mer, Aquitaine-Limousin-Poitou-Charentes, 33990  "
7,"Seclin, Nord-Pas-de-Calais Picardie, 59 113  "
9,"Neuilly Sur Seine, Île-de-France, 92200  "
11,"Toulon, 83000  "
13,"Valence, Auvergne-Rhône-Alpes, 26000  "
15,"Essey les Nancy, Alsace-Champagne-Ardenne-Lorraine, 54 270  "
17,"Saint Avold, Alsace-Champagne-Ardenne-Lorraine, 57500  "
19,"Saint Cyr Sur Loire, Centre-Val de Loire, 37540  "
21,"Irigny, Auvergne-Rhône-Alpes, 69540  "
23,"Equeurdreville Hainnevill, Normandy, 50120  "
25,"Lyon, Auvergne-Rhône-Alpes, 69001  "
27,"Le Busseau, Aquitaine-Limousin-Poitou-Charentes, 79240  "
29,"Mandelieu, 6210  "
31,"Le Rouret, 6650  "
33,"Vaire Et Var, 4240  "
35,"Verdon,   "
37,"Bleone, 4000  "
39,"Bleone, 4420  "
41,"Verdon,   "
43,"Verdon,   "
45,"Vaire Et Var, 4240  "
47,"Vaire Et Var, 4320  "
49,"Seyne Les Alpes,   "
51,"Ubaye, 4400  "
53,"Ubaye Et Blanche, Languedoc-Roussillon-Midi-Pyrénées, France  "
55,"Sisteron, 4200  "
57,"Vaire Et Var,   "
59,"Puyloubier, 13114  "
61,"Saint Pons De Thomi, 34220  "
63,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
65,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
67,"Lyon, Auvergne-Rhône-Alpes, 69006  "
69,"Sauviac, Aquitaine-Limousin-Poitou-Charentes, 33430  "
71,"Saugues, Auvergne-Rhône-Alpes, 43250  "
73,"Paulhaguet, Auvergne-Rhône-Alpes, 43250  "
75,"Epieds En Beauce, Centre-Val de Loire, 45130  "
77,"Saint Privat Des Vieux, Languedoc-Roussillon-Midi-Pyrénées, 30340  "
79,"Saint Privat De Vallongue, Languedoc-Roussillon Midi-Pyrénées, 48160  "
81,"Saint Privat Du Fau, Languedoc-Roussillon-Midi-Pyrénées, 48140  "
83,"Paulhaguet, Auvergne-Rhône-Alpes, 43250  "
85,"Bains, Auvergne-Rhône-Alpes, 43250  "
87,"Carmaux, Languedoc-Roussillon-Midi-Pyrénées, 81400  "
89,"Carmaux, Languedoc-Roussillon-Midi-Pyrénées, 81400  "
91,"Saint Prix, 95390  "
93,"Chaponost, Auvergne-Rhône-Alpes, 69630  "
95,"Soisy Sur Ecole, Île-de-France, France  "
97,"Auvernaux, Île-de-France, 91830  "
99,"Sisteron, 4200  "
101,"Sisteron,   "
103,"Chalons en Champagne, Alsace-Champagne-Ardenne-Lorraine, 51000 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Lupstein, Alsace-Champagne-Ardenne-Lorraine, France  "
7,"Moy De L, Nord-Pas-de-Calais Picardie, 2610  "
9,"Saint Quentin, Nord-Pas-de-Calais Picardie, 2100  "
11,"Montaren, Languedoc-Roussillon Midi-Pyrénées, 30700  "
13,"Brieres Les Scelles, Île-de-France, 91150  "
15,"Chamarande, Île-de-France, 91730  "
17,"Saint Quentin Sur Indrois, Centre-Val de Loire, 37310  "
19,"Saint Quentin De Baron, Aquitaine-Limousin-Poitou-Charentes, 33750  "
21,"Chateau La Valliere, Centre-Val de Loire, 37330  "
23,"Montigny-le-Bretonneux, Île-de-France, 78180  "
25,"Saint Quentin, Languedoc-Roussillon Midi-Pyrénées, 2100  "
27,"Aire Sur Adour, Aquitaine-Limousin-Poitou-Charentes, 40800  "
29,"Draveil, Île-de-France, 91210  "
31,"Civray Sur Esves, Centre-Val de Loire, 37160  "
33,"Riantec, Bretagne, 56670  "
35,"Saint Radegonde, Pays de la Loire, 33350  "
37,"Chauvigny, Aquitaine-Limousin-Poitou-Charentes, 86300  "
39,"Thouars, Pays de la Loire, 79100  "
41,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
43,"Le Pradet, 83220  "
45,"Albon, Auvergne-Rhône-Alpes, 26140  "
47,"Saint Rambert En Bugey, Auvergne-Rhône-Alpes, 1230  "
49,"Feillens, Bourgogne Franche-Comté, 1570  "
51,"Saint Raphael, 83700  "
53,"Verdon,   "
55,"Berthez, Aquitaine-Limousin-Poitou-Charentes, 33124  "
57,"Avensan, Aquitaine-Limousin-Poitou-Charentes, 33480  "
59,"Poitiers, Aquitaine-Limousin-Poitou-Charentes, 86000  "
61,"Bourg Argental, Auvergne-Rhône-Alpes, 42220  "
63,"Fontcouverte, Languedoc-Roussillon Midi-Pyrénées, 11700  "
65,"Bizanet, Languedoc-Roussillon-Midi-Pyrénées, 11200  "
67,"Lezignan Corbieres, Languedoc-Roussillon Midi-Pyrénées, 11200  "
69,"Luc Sur Orbieu, Languedoc-Roussillon-Midi-Pyrénées, 11200  "
71,"Levallois Perret, Île-de-France, 92300  "
73,"Denain, Nord-Pas-de-Calais Picardie, 59220  "
75,"Vorges, Nord-Pas-de-Calais Picardie, 2860  "
77,"Charleville Mezieres, Alsace-Champagne-Ardenne-Lorraine, 8000  "
79,"Oermingen, Alsace-Champagne-Ardenne-Lorraine, 67970  "
81,"Selongey, Bourgogne Franche-Comté, 21260  "
83,"Recey Sur Ource, Bourgogne-Franche-Comté, 21290  "
85,"Maisons Alfort, Île-de-France, 94700  "
87,"Athis, Alsace-Champagne-Ardenne-Lorraine, 51150  "
89,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33300  "
91,"Ribecourt Dreslincourt, 60170  "
93,"Annebault, Normandy, 14430  "
95,"Rethel, Alsace-Champagne-Ardenne-Lorraine, 8300  "
97,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  "
99,"Charleville Mezieres, Alsace-Champagne-Ardenne-Lorraine, 8000  "
101,"Pontfaverger, Alsace-Champagne-Ardenne-Lorraine, 51490  "
103,"Ponfaverger, Alsace-Champagne-Ardenne-Lorraine, 51490 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Maubert Fontaine, Alsace-Champagne-Ardenne-Lorraine, 8260  "
7,"Reims, Alsace-Champagne-Ardenne-Lorraine, 51100  "
9,"Saint Remy Les Chevreuse, 78470  "
11,"Feldkirch, Alsace-Champagne-Ardenne-Lorraine, France  "
13,"Guillon, Bourgogne Franche-Comté, France  "
15,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  "
17,"Montmorillon, Aquitaine-Limousin-Poitou-Charentes, 86500  "
19,"Echire, Aquitaine-Limousin-Poitou-Charentes, 79410  "
21,"Vanves, Île-de-France, 92170  "
23,"Baccarat, Alsace-Champagne-Ardenne-Lorraine, 54 120  "
25,"Descartes, Centre-Val de Loire, 37160  "
27,"Hegenheim, Alsace-Champagne-Ardenne-Lorraine, 68220  "
29,"Saint Remy De Provence, 13210  "
31,"Gif Sur Yvette, Île-de-France, 91190  "
33,"Fontenay Le Vicomte, Île-de-France, 91540  "
35,"Esternay, Alsace-Champagne-Ardenne-Lorraine, 51310  "
37,"Berneuil Sur Aisne, Nord-Pas-de-Calais-Picardie, 60350  "
39,"Lassy, Normandy, 14770  "
41,"Tinchebray, Normandie, 61800  "
43,"Saint Renan, Bretagne, 29290  "
45,"Bagneux, Île-de-France, 92220  "
47,"Bagneux, Île-de-France, 92220  "
49,"Nice, 6300  "
51,"Marlenheim, Alsace-Champagne-Ardenne-Lorraine, 67520  "
53,"Saint Brice Courcelles, Alsace-Champagne-Ardenne-Lorraine, 51370  "
55,"Saint Riquier, 80135  "
57,"Fontenay Aux Roses, Île-de-France, 92260  "
59,"Marseille, 13012  "
61,"Paris, Île-de-France, 75009  "
63,"Saint Rivoal, Brittany, 29190  "
65,"Lannion, Bretagne, 22300  "
67,"Decazeville, Languedoc-Roussillon-Midi-Pyrénées, 12300  "
69,"Paris, Île-de-France, 75001  "
71,"Cannes, 6400  "
73,"Peymeinade, 6530  "
75,"Nice, 6300  "
77,"Pezenas, Languedoc-Roussillon Midi-Pyrénées, 34 120  "
79,"Paris, Île-de-France, 75001  "
81,"Beaufort, Auvergne-Rhône-Alpes, 73270  "
83,"Le Havre, Normandie, 76600  "
85,"Rocroi, Alsace-Champagne-Ardenne-Lorraine, 8230  "
87,"Bridore, Centre-Val de Loire, 37000  "
89,"Villegailhenc, Languedoc-Roussillon Midi-Pyrénées, 11600  "
91,"Pennautier, 11610  "
93,"Montolieu, Languedoc-Roussillon Midi-Pyrénées, 11170  "
95,"Mas Cabardes, Languedoc-Roussillon-Midi-Pyrénées, 11380  "
97,"Alzonne, Languedoc-Roussillon-Midi-Pyrénées, 11170  "
99,"Mielan, Languedoc-Roussillon Midi-Pyrénées, 32170  "
101,"Thiers, Auvergne-Rhône-Alpes, 63300  "
103,"Landrecies, 59550 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Mielan, Languedoc-Roussillon-Midi-Pyrénées, 32170  "
7,"Vals Les Bains, Auvergne-Rhône-Alpes, 7600  "
9,"Rocroi, Alsace-Champagne-Ardenne-Lorraine, 8230  "
11,"Montpellier, Languedoc-Roussillon Midi-Pyrénées, 34000  "
13,"Montferrat, Auvergne-Rhône-Alpes, 83131  "
15,"Ajaccio, Corsica, 20000  "
17,"Flize, Alsace-Champagne-Ardenne-Lorraine, 8160  "
19,"Flize, Alsace-Champagne-Ardenne-Lorraine, 8160  "
21,"Vitry sur Seine, Île-de-France, 94400  "
23,"Tonnerre, Alsace-Champagne-Ardenne-Lorraine, France  "
25,"Noiretable, 42440  "
27,"Malijai Les Mees Peyruis, 4310  "
29,"Sisteron, 4200  "
31,"Ubaye Et Blanche,   "
33,"Sisteron,   "
35,"Ubaye, 4400  "
37,"Landrecies, 59550  "
39,"Escoussans, Aquitaine-Limousin-Poitou-Charentes, 33760  "
41,"Savignac, Languedoc-Roussillon Midi-Pyrénées, 33190  "
43,"Rouen, Normandie, 76000  "
45,"Dange Saint Romain, Aquitaine-Limousin-Poitou-Charentes, 86220  "
47,"Civray, Centre-Val de Loire, 86400  "
49,"Sevres, 92310  "
51,"La Ferte Gaucher, Île-de-France, 77320  "
53,"Saint Romain En Gal, Auvergne-Rhône-Alpes, 69560  "
55,"Caluire et Cuire, Auvergne-Rhône-Alpes, 69300  "
57,"Ordonnac, Aquitaine-Limousin-Poitou-Charentes, 33340  "
59,"Cartelegue, Aquitaine-Limousin-Poitou-Charentes, 33390  "
61,"Blaye, Aquitaine-Limousin-Poitou-Charentes, 33390  "
63,"Soussans, Aquitaine-Limousin-Poitou-Charentes, 33460  "
65,"Verdon, 4120  "
67,"Les Martres De Veyre, Auvergne-Rhône-Alpes, 63730  "
69,"Cartelegue, Aquitaine-Limousin-Poitou-Charentes, 33390  "
71,"Blaye, Aquitaine-Limousin-Poitou-Charentes, 33390  "
73,"Soussans, Aquitaine-Limousin-Poitou-Charentes, 33460  "
75,"Ordonnac, Aquitaine-Limousin-Poitou-Charentes, 33340  "
77,"Saint Romain La Virvee, Aquitaine-Limousin-Poitou-Charentes, 33240  "
79,"Budos, Aquitaine-Limousin-Poitou-Charentes, 33720  "
81,"Cenon, Aquitaine-Limousin-Poitou-Charentes, 33150  "
83,"Trogues, Centre-Val de Loire, 37220  "
85,"Les Martres De Veyre, Auvergne-Rhône-Alpes, 63730  "
87,"Vaux Les Saint Claude, Bourgogne Franche-Comté, 39360  "
89,"Siaugues Saint Romain, 43250  "
91,"Targon, 33760  "
93,"Lartigue, Aquitaine-Limousin-Poitou-Charentes, 33840  "
95,"Le Longeron, Pays de la Loire, 49710  "
97,"Melle, Aquitaine-Limousin-Poitou-Charentes, 79500  "
99,"Prahecq, 79230  "
101,"Saint Rome De Dolan, Languedoc-Roussillon-Midi-Pyrénées, 48500  "
103,"Rose, 13013 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Paris, Île-de-France, 75013  "
7,"Paris, Île-de-France, 75013  "
9,"Malijai Les Mees Peyruis,   "
11,"Novalaise, Auvergne-Rhône-Alpes, 73470  "
13,"Marseille, 13013  "
15,"Roquefort La Bedoule, 13380  "
17,"Roquefort La Bedoule, 13380  "
19,"Toulon, 83200  "
21,"Avignon, 84000  "
23,"Sarlat, Aquitaine-Limousin-Poitou-Charentes, 24250  "
25,"Saint Saens Foret D, Normandie, 76680  "
27,"Saint Saens, Normandie, 76680  "
29,"Albi, Languedoc-Roussillon-Midi-Pyrénées, 81000  "
31,"Saint Samson, Bretagne, 22100  "
33,"Dol De Bretagne, Bretagne, 35120  "
35,"Clermont, Nord-Pas-de-Calais Picardie, 60600  "
37,"Campeaux, Normandy, 60220  "
39,"Aunay Sur Odon, Normandy, 14260  "
41,"Camors, Brittany, 56330  "
43,"Saint Santin Cantal, Auvergne-Rhône-Alpes, 15150  "
45,"Mirebeau, Aquitaine-Limousin-Poitou-Charentes, 86110  "
47,"Antony, Île-de-France, 92160  "
49,"Antony, Île-de-France, 92160  "
51,"La Canourgue, Languedoc-Roussillon Midi-Pyrénées, 48500  "
53,"Moulis En Medoc, Aquitaine-Limousin-Poitou-Charentes, 33480  "
55,"Begadan, Aquitaine-Limousin-Poitou-Charentes, 33340  "
57,"Berson, Aquitaine-Limousin-Poitou-Charentes, 33390  "
59,"Braud Saint Louis, Aquitaine-Limousin-Poitou-Charentes, 33820  "
61,"Neuilly Le Brignon, Centre-Val de Loire, 37160  "
63,"Nice, 6260  "
65,"Sisteron,   "
67,"Villeneuve Et Volx, 4180  "
69,"Nogent sur Marne, Île-de-France, 94130  "
71,"Gentilly, Île-de-France, 94250  "
73,"Champigny sur Marne, Île-de-France, 94500  "
75,"Berson, Aquitaine-Limousin-Poitou-Charentes, 33390  "
77,"Braud Saint Louis, Aquitaine-Limousin-Poitou-Charentes, 33820  "
79,"Moulis En Medoc, Aquitaine-Limousin-Poitou-Charentes, 33480  "
81,"Begadan, Aquitaine-Limousin-Poitou-Charentes, 33340  "
83,"Baurech, Aquitaine-Limousin-Poitou-Charentes, 33880  "
85,"Mauriac, Aquitaine-Limousin-Poitou-Charentes, 33540  "
87,"Cardan, Aquitaine-Limousin-Poitou-Charentes, 33410  "
89,"Capian, Aquitaine-Limousin-Poitou-Charentes, 33550  "
91,"Beguey, Aquitaine-Limousin-Poitou-Charentes, 33410  "
93,"Montagoudin, Aquitaine-Limousin-Poitou-Charentes, 33190  "
95,"Blaignac, Aquitaine-Limousin-Poitou-Charentes, 33319  "
97,"Toulenne, Aquitaine-Limousin-Poitou-Charentes, 33210  "
99,"Pompejac, Aquitaine-Limousin-Poitou-Charentes, 33730  "
101,"Camarsac, Aquitaine-Limousin-Poitou-Charentes, 33750  "
103,"Blois, Centre-Val de Loire, 41000 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Saint Saturnin Les Apt, 84490  "
7,"Penne d'Agenais, 47140  "
9,"Thezac, Aquitaine-Limousin-Poitou-Charentes, 47370  "
11,"Saint Saulge, Bourgogne-Franche-Comté, 58330  "
13,"Lusignan, Aquitaine-Limousin-Poitou-Charentes, 86600  "
15,"Chatellerault, Aquitaine-Limousin-Poitou-Charentes, 86100  "
17,"Bressuire, Aquitaine-Limousin-Poitou-Charentes, 79300  "
19,"Brest, Brittany, 29200  "
21,"Saint Savin, Aquitaine-Limousin-Poitou-Charentes, 86310  "
23,"Saint Savin, Auvergne-Rhône-Alpes, 33620  "
25,"Saint Savin, Languedoc-Roussillon Midi-Pyrénées, 33920  "
27,"Chatel Censoir, Bourgogne Franche-Comté, 89660  "
29,"Civray, Centre-Val de Loire, 86400  "
31,"Aubagne, 13400  "
33,"La Barben, 13330  "
35,"Caen, Normandy, 14000  "
37,"La Riviere Saint Saveur, Normandy, 14600  "
39,"Landelles et Coupigny, Normandy, 14380  "
41,"Thury Harcourt, Normandy, 14220  "
43,"Mazamet, Languedoc-Roussillon Midi-Pyrénées, 81200  "
45,"Rennes, Bretagne, 35000  "
47,"Saint Florent Des Bois, Pays de la Loire, 85000  "
49,"Saint Savournin, 13119  "
51,"Saint Savournin, 13119  "
53,"Tuet, Nord-Pas-de-Calais Picardie, 691 001  "
55,"Toucy, Bourgogne Franche-Comté, France  "
57,"Charny, Bourgogne Franche-Comté, France  "
59,"Carros, 6510  "
61,"Saint Sebastien Sur Loire, Pays de la Loire, 44 230  "
63,"Nancy, Alsace-Champagne-Ardenne-Lorraine, 54000  "
65,"Allauch, 13190  "
67,"Beblenheim, Alsace-Champagne-Ardenne-Lorraine, 68980  "
69,"Mittelschaeffolsheim, Alsace-Champagne-Ardenne-Lorraine, 67170  "
71,"Weckolsheim, Alsace-Champagne-Ardenne-Lorraine, 68600  "
73,"Geishouse, 68690  "
75,"allauch, 13190  "
77,"Brach, Aquitaine-Limousin-Poitou-Charentes, 33480  "
79,"Soultzmatt, 68570  "
81,"La Motte Et Turriers,   "
83,"Verdon, 4330  "
85,"Verdon,   "
87,"Ubaye,   "
89,"Ubaye,   "
91,"Vaire Et Var,   "
93,"Ubaye Et Blanche,   "
95,"Manosque, 4220  "
97,"Ubaye, 4530  "
99,"Villeneuve Et Volx, 4180  "
101,"Verdon, 4170  "
103,"Largue, Auvergne-Rhône-Alpes, 4110 View ListingClick To Load More Results Find A Church By NameChurch name:Enter any location:Search Now Featured AdvertisersCBD Superstore > use code 'CatholicLife' -->"
5,"Narbonne, Languedoc-Roussillon Midi-Pyrénées, 11100  "
7,"Brach, Aquitaine-Limousin-Poitou-Charentes, 33480  "
9,"Jatxou, Aquitaine-Limousin-Poitou-Charentes, 64480  "
11,"Chabanais, Aquitaine-Limousin-Poitou-Charentes, 16150  "
13,"Gen, 86160  "
15,"Saint Segal, Bretagne, 29590  "
17,"Saint Seine L, Bourgogne Franche-Comté, 21440  "
19,"Lambersart, 59130  "
21,"Angers, Pays de la Loire, 49100  "
23,"Toulouse, Languedoc-Roussillon Midi-Pyrénées, 31000  "
25,"Albi, Languedoc-Roussillon-Midi-Pyrénées, 81000  "
27,"Saint Servais, Bretagne, 29400  "
29,"Saint Seurin De Cadourne, Aquitaine-Limousin-Poitou-Charentes, 33250  "
31,"Lamarque, Aquitaine-Limousin-Poitou-Charentes, 33460  "
33,"Vendays, Aquitaine-Limousin-Poitou-Charentes, 33930  "
35,"Saint Seurin De Bourg, Aquitaine-Limousin-Poitou-Charentes, 33710  "
37,"Saint Seurin De Cursac, Aquitaine-Limousin-Poitou-Charentes, 33390  "
39,"Saint Seurin De Cadourne, Aquitaine-Limousin-Poitou-Charentes, 33250  "
41,"Lamarque, Languedoc-Roussillon Midi-Pyrénées, 33460  "
43,"Vendays, 33930  "
45,"Le Porge, Aquitaine-Limousin-Poitou-Charentes, 33680  "
47,"Saint Seurin De Cursac, Aquitaine-Limousin-Poitou-Charentes, 33390  "
49,"Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33000  "
51,"Gabarnac, Aquitaine-Limousin-Poitou-Charentes, 33410  "
53,"Rions, Aquitaine-Limousin-Poitou-Charentes, 33410  "
55,"Cantois, Aquitaine-Limousin-Poitou-Charentes, 33760  "
57,"Le Pian Medoc, Aquitaine-Limousin-Poitou-Charentes, 33290  "
59,"Artigues Pres Bordeaux, Aquitaine-Limousin-Poitou-Charentes, 33370  "
61,"Saint Seurin Sur L'Isle, 33660  "
63,"Saillans, Auvergne-Rhône-Alpes, 33141  "
65,"Galgon, Aquitaine-Limousin-Poitou-Charentes, 33133  "
67,"Guillac, Languedoc-Roussillon Midi-Pyrénées, 33420  "
69,"Saint Seve, Aquitaine-Limousin-Poitou-Charentes, 33190  "
71,"Agde, Languedoc-Roussillon-Midi-Pyrénées, 34300  "
73,"Rouen, Normandie, 76100  "
75,"Paris, Île-de-France, 75005  "
77,"Paris, Île-de-France, 75005  "
79,"Saint Selve, Aquitaine-Limousin-Poitou-Charentes, 33650  "
81,"Puget Ville, 83390  "
83,"Carpentras, 84200  "
85,"Carpentras, 84200  "
87,"Saint Siffret, Languedoc-Roussillon Midi-Pyrénées, 30000  "
89,"Heidolsheim, Alsace-Champagne-Ardenne-Lorraine, 67390  "
91,"Claviers, 83830  "
93,"Nantes, Pays de la Loire, 44 000  "
95,"Saint Simon, Nord-Pas-de-Calais Picardie, 15130  "
97,"Molliens Dreuil, Nord-Pas-de-Calais Picardie, 80540  "
